32434298,NSM00158 Specifically Disrupts the CtBP2-p300 Interaction to Reverse CtBP2-Mediated Transrepression and Prevent the Occurrence of Nonunion.,20200521,"['Chen Xun', 'Zhang Wentao', 'Zhang Qian', 'Song Tao', 'Yu Zirui', 'Li Zhong', 'Duan Ning', 'Dang Xiaoqian']","Carboxyl-terminal binding proteins (CtBPs) are transcription regulators that control gene expression in multiple cellular processes. Our recent findings indicated that overexpression of CtBP2 caused the repression of multiple bone development and differentiation genes, resulting in atrophic nonunion. Therefore, disrupting the CtBP2-associated transcriptional complex with small molecules may be an effective strategy to prevent nonunion. In the present study, we developed an in vitro screening system in yeast cells to identify small molecules capable of disrupting the CtBP2-p300 interaction. Herein, we focus our studies on revealing the in vitro and in vivo effects of a small molecule NSM00158, which showed the strongest inhibition of the CtBP2-p300 interaction in vitro. Our results indicated that NSM00158 could specifically disrupt CtBP2 function and cause the disassociation of the CtBP2-p300-Runx2 complex. The impairment of this complex led to failed binding of Runx2 to its downstream targets, causing their upregulation. Using a mouse fracture model, we evaluated the in vivo effect of NSM00158 on preventing nonunion. Consistent with the in vitro results, the NSM00158 treatment resulted in the upregulation of Runx2 downstream targets. Importantly, we found that the administration of NSM00158 could prevent the occurrence of nonunion. Our results suggest that NSM00158 represents a new potential compound to prevent the occurrence of nonunion by disrupting CtBP2 function and impairing the assembly of the CtBP2-p300-Runx2 transcriptional complex."
32434125,"Evaluating the influence of simultaneous inoculation of SiO2-alginate encapsulated bacteria and yeasts on volatiles, amino acids, biogenic amines and sensory profile of red wine with lysozyme addition.",20200520,"['Rodríguez-Nogales José Manuel', 'Simó Guillermo', 'Pérez-Magariño Silvia', 'Cano-Mozo Estela', 'Fernández-Fernández Encarnación', 'Ruipérez Violeta', 'Vila-Crespo Josefina']","The influence of the timing of inoculation (sequential and simultaneous alcoholic fermentation (AF)/malolactic fermentation (MLF)) on the chemical and sensory properties of red wines was studied. The impact of the encapsulation of Oenococcus oeni into SiO2-alginate hydrogel (Si-ALG) and the addition of lysozyme in wines inoculated with encapsulated bacteria were also analysed. There was a significant influence of the timing of inoculation on the volatile composition of the wines just as on the amino acid and biogenic amine content. The wines produced by simultaneous AF/MLF showed the highest contents of some volatile compounds, such as ethyl esters and terpenes, as well as amino acids and tyramine. Bacterial encapsulation affected the volatile and amino acid profile of the wines, while the biogenic amine composition was not modified. The chemical composition of the wines was not altered by the presence of lysozyme. A trained panel did not perceive substantial differences between treatments."
32433921,"Genomic dissection and expression analysis of stress-responsive genes in C4 panicoid models, Setaria italica and Setaria viridis.",20200520,"['Muthamilarasan Mehanathan', 'Singh Roshan Kumar', 'Suresh Bonthala Venkata', 'Rana Sumi', 'Dulani Priya', 'Prasad Manoj']","The study reports the identification and expression profiling of five major classes of C4 pathway-specific genes, namely, carbonic anhydrase (CaH), phosphoenolpyruvate carboxylase (PEPC), pyruvate orthophosphate dikinase (PPDK), NADP-dependent malate dehydrogenase (MDH) and NADP-dependent malic enzyme (NADP-ME), in the model species, Setaria italica and S. viridis. A total of 42 and 41 genes were identified in S. italica and S. viridis, respectively. Further analysis revealed that segmental and tandem duplications have contributed to the expansion of these gene families. RNA-Seq derived expression profiles of the gene family members showed their differential expression pattern in tissues and dehydration stress. Comparative genome mapping and Ks dating provided insights into their duplication and divergence in the course of evolution. Expression profiling of candidate genes in contrasting S. italica cultivars subjected to abiotic stresses and hormone treatments showed distinct stress-specific upregulation of SiαCaH1, SiβCaH5, SiPEPC2, SiPPDK2, SiMDH8, and SiNADP-ME5 in the tolerant cultivar. Overexpression of SiNADP-ME5 in heterologous yeast system enabled the transgenic cells to survive and grow in dehydration stress conditions, which highlights the putative role of SiNADP-ME5 in conferring tolerance to dehydration stress. Altogether, the study highlights key genes that could be potential candidates for elucidating their functional roles in abiotic stress response."
32433816,AKR2A interacts with KCS1 to improve VLCFAs contents and chilling tolerance of Arabidopsis thaliana.,20200520,"['Chen Lin', 'Hu Wenjun', 'Mishra Neelam', 'Wei Jia', 'Lu Hongling', 'Hou Yuqi', 'Qiu Xiaoyun', 'Yu Shaofang', 'Wang Changlu', 'Zhang Hong', 'Cai Yifan', 'Sun Chunyan', 'Shen Guoxin']","Arabidopsis thaliana AKR2A plays an important role in plant responses to cold stress. However, its exact function in plant resistance to cold stress is unclear. In the present study, we found that the content of very long chain fatty acids (VLCFAs) in akr2a mutants were decreased, and the expression level of KCS1 was also reduced. Overexpression of KCS1 in the akr2a mutants could enhance the VLCFA content and the chilling tolerance. Yeast-2-hybrid and Bimolecular fluorescence complementation (BIFC) results showed that the transmembrane motif of KCS1 interacts with the PEST motif of AKR2A in vitro and in vivo. Overexpression of KCS1 in akr2a mutants rescued akr2a mutant phenotypes, including chilling sensitivity and decrease of VLCFA contents. Moreover, the transgenic plants co-overexpressing AKR2A and KCS1 exhibited a greater chilling tolerance than the plants overexpressing AKR2A or KCS1 alone, as well as the wild-type. AKR2A knockdown and kcs1 knockout mutants showed the worst performance under chilling conditions. These results indicate that AKR2A is involved in chilling tolerance through interaction with KCS1 to affect VLCFA biosynthesis in Arabidopsis."
32432970,Roles of Mso1 and the SM protein Sec1 in efficient vesicle fusion during fission yeast cytokinesis.,20200520,"['Gerien Kenneth S', 'Zhang Sha', 'Russell Alexandra C', 'Zhu Yi-Hua', 'Purde Vedud', 'Wu Jian-Qiu']","Membrane trafficking during cytokinesis is essential for the delivery of membrane lipids and cargos to the division site. However, the molecular mechanisms are still incompletely understood. In this study, we demonstrate the importance of uncharacterized fission yeast proteins Mso1 and Sec1 in membrane trafficking during cytokinesis. Fission yeast Mso1 shares homology with budding yeast Mso1 and human Mint1, proteins that interact with Sec1/Munc18 family proteins during vesicle fusion. Sec1/Munc18 proteins and their interactors are important regulators of SNARE complex formation during vesicle fusion. The roles of these proteins in vesicle trafficking during cytokinesis have been barely studied. Here, we show that fission yeast Mso1 is also a Sec1 binding protein and Mso1 and Sec1 localize to the division site interdependently during cytokinesis. The loss of Sec1 localization in mso1Δ cells results in a decrease in vesicle fusion and cytokinesis defects such as slow ring constriction, defective ring disassembly, and delayed plasma membrane closure. We also find that Mso1 and Sec1 may have functions independent of the exocyst tethering complex on the plasma membrane at the division site. Together, Mso1 and Sec1 play essential roles in regulating vesicle fusion and cargo delivery at the division site during cytokinesis. [Media: see text] [Media: see text] [Media: see text] [Media: see text] [Media: see text] [Media: see text]."
32432658,"Overcoming off-targets: Assessing western blot signals for Bcnt/Cfdp1, a tentative component of the chromatin remodeling complex.",20200520,"['Iwashita Shintaro', 'Suzuki Takehiro', 'Kiriyama Yoshimitsu', 'Dohmae Naoshi', 'Ohka Yoshiharu', 'Song Si-Young', 'Nakashima Kentaro']","The Bucentaur (BCNT) protein family is characterized by a conserved amino acid sequence at the C-terminus (BCNT-C domain) and plays an essential role in gene expression and chromosomal maintenance in yeast and Drosophila. The mammalian Bucentaur/Craniofacial developmental protein 1 (Bcnt/Cfdp1) is also a tentative component of the Srcap (SNF2-Related CBP Activator Protein) chromatin remodeling complex, but little is known about its properties, partly because few antibodies are available to examine the endogenous protein. In this paper, we assigned the western blot signal against the mouse Bcnt/ Cfdp1 as a doublet of approximately 45 kDa using anti-Bcnt/Cfdp1 antibodies, which were generated against either of two unrelated immunogens, BCNT-C domain or mouse N-terminal peptide, and in addition, the Cfdp1 knockdown mouse ES cell line and bovine tissue were used as potential negative controls. Moreover, LC-MS/MS analysis of the corresponding doublet to the Flag-tagged mouse Bcnt/Cfdp1 that was constitutively expressed in a HEK293 cell exhibited that the upper band was much more phosphorylated than the lower band with preferential Ser phosphorylation in the WESF motif of BCNT-C domain. Western blot analysis with these evaluated antibodies indicated a preferential expression of Bcnt/Cfdp1 in the early stages of brain development of mouse and rat, which is consistent with a data file of the expression of Bcnt/Cfdp1 mRNA."
32432549,Drosophila SWR1 and NuA4 complexes are defined by DOMINO isoforms.,20200521,"['Scacchetti Alessandro', 'Schauer Tamas', 'Reim Alexander', 'Apostolou Zivkos', 'Campos Sparr Aline', 'Krause Silke', 'Heun Patrick', 'Wierer Michael', 'Becker Peter B']","Histone acetylation and deposition of H2A.Z variant are integral aspects of active transcription. In Drosophila, the single DOMINO chromatin regulator complex is thought to combine both activities via an unknown mechanism. Here we show that alternative isoforms of the DOMINO nucleosome remodeling ATPase, DOM-A and DOM-B, directly specify two distinct multi-subunit complexes. Both complexes are necessary for transcriptional regulation but through different mechanisms. The DOM-B complex incorporates H2A.V (the fly ortholog of H2A.Z) genome-wide in an ATP-dependent manner, like the yeast SWR1 complex. The DOM-A complex, instead, functions as an ATP-independent histone acetyltransferase complex similar to the yeast NuA4, targeting lysine 12 of histone H4. Our work provides an instructive example of how different evolutionary strategies lead to similar functional separation. In yeast and humans, nucleosome remodeling and histone acetyltransferase complexes originate from gene duplication and paralog specification. Drosophila generates the same diversity by alternative splicing of a single gene."
32432546,Translational control of one-carbon metabolism underpins ribosomal protein phenotypes in cell division and longevity.,20200520,"['Maitra Nairita', 'He Chong', 'Blank Heidi M', 'Tsuchiya Mitsuhiro', 'Schilling Birgit', 'Kaeberlein Matt', 'Aramayo Rodolfo', 'Kennedy Brian K', 'Polymenis Michael']","A long-standing problem is how cells that lack one of the highly similar ribosomal proteins (RPs) often display distinct phenotypes. Yeast and other organisms live longer when they lack specific ribosomal proteins, especially of the large 60S subunit of the ribosome. However, longevity is neither associated with the generation time of RP deletion mutants nor with bulk inhibition of protein synthesis. Here, we queried actively dividing RP mutants through the cell cycle. Our data link transcriptional, translational, and metabolic changes to phenotypes associated with the loss of paralogous RPs. We uncovered translational control of transcripts encoding enzymes of methionine and serine metabolism, which are part of one-carbon (1C) pathways. Cells lacking Rpl22Ap, which are long-lived, have lower levels of metabolites associated with 1C metabolism. Loss of 1C enzymes increased the longevity of wild type cells. 1C pathways exist in all organisms and targeting the relevant enzymes could represent longevity interventions."
32432057,Galleria mellonella as a Novelty in vivo Model of Host-Pathogen Interaction for Malassezia furfur CBS 1878 and Malassezia pachydermatis CBS 1879.,20200520,"['Torres Maritza', 'Pinzón Elkin Nicolás', 'Rey Flor Maria', 'Martinez Heydys', 'Parra Giraldo Claudia Marcela', 'Celis Ramírez Adriana Marcela']","Malassezia furfur and Malassezia pachydermatis are lipophilic and lipid dependent yeasts, associated with the skin microbiota in humans and domestic animals, respectively. Although they are commensals, under specific conditions they become pathogens, causing skin conditions, such as pityriasis versicolor, dandruff/seborrheic dermatitis, folliculitis in humans, and dermatitis and otitis in dogs. Additionally, these species are associated with fungemia in immunocompromised patients and low-weight neonates in intensive care units with intravenous catheters or with parenteral nutrition and that are under-treatment of broad-spectrum antibiotics. The host-pathogen interaction mechanism in these yeasts is still unclear; for this reason, it is necessary to implement suitable new host systems, such as Galleria mellonella. This infection model has been widely used to assess virulence, host-pathogen interaction, and antimicrobial activity in bacteria and fungi. Some advantages of the G. mellonella model are: (1) the immune response has phagocytic cells and antimicrobial peptides that are similar to those in the innate immune response of human beings; (2) no ethical implications; (3) low cost; and (4) easy to handle and inoculate. This study aims to establish G. mellonella as an in vivo infection model for M. furfur and M. pachydermatis. To achieve this objective, first, G. mellonella larvae were first inoculated with different inoculum concentrations of these two Malassezia species, 1.5 × 106 CFU/mL, 1.5 × 107 CFU/mL, 1.5 × 108 CFU/mL, and 11.5 × 109 CFU/mL, and incubated at 33 and 37°C. Then, for 15 days, the mortality and melanization were evaluated daily. Finally, the characterization of hemocytes and fungal burden assessment were as carried out. It was found that at 33 and 37°C both M. furfur and M. pachydermatis successfully established a systemic infection in G. mellonella. M. pachydermatis proved to be slightly more virulent than M. furfur at a temperature of 37°C. The results suggest that larvae mortality and melanization is dependent on the specie of Malassezia, the inoculum concentration and the temperature. According to the findings, G. mellonella can be used as an in vivo model of infection to conduct easy and reliable approaches to boost our knowledge of the Malassezia genus."
32432017,"Two light responsive WRKY genes exhibit positive and negative correlation with picroside content in Picrorhiza kurrooa Royle ex Benth, an endangered medicinal herb.",20200520,"['Sharma Tanvi', 'Kawoosa Tabasum', 'Gahlan Parul', 'Sharma Damini', 'Kaachra Anish', 'Hallan Vipin', 'Kumar Sanjay']","Picrorhiza kurrooa is an endangered herb known to produce the medicinally important picrosides through isoprenoid pathway. The present work showed the functionality of WRKY motifs (TGAC cis-acting elements) present in the promoters of regulatory genes 3-hydroxy-3-methylglutaryl coenzyme A reductase (Pkhmgr) and 1-deoxy-d-xylulose-5-phosphate synthase (Pkdxs) of the picrosides biosynthetic pathway by electrophoretic mobility shift assay. Also, the two WRKY genes, PkdWRKY and PksWRKY, were characterized and found to contain double and single characteristic WRKY domains, respectively along with a zinc-finger motif in each domain. Expression analysis revealed that PkdWRKY and PksWRKY exhibited a positive and negative correlation, respectively, with picrosides content under the environment of light and in different tissues. Functional evaluation in yeast showed DNA binding ability of both PksWRKY and PkdWRKY; however, only PkdWRKY exhibited transcriptional activation ability. Transient overexpression of PkdWRKY and PksWRKY in tobacco modulated the expression of selected native genes of tobacco involved in MVA and MEP pathway suggesting functionality of PkdWRKY and PksWRKY in planta. Collectively, data suggested that PkdWRKY and PksWRKY might be positive and negative regulators, respectively in the picrosides biosynthetic pathway."
32431679,Stress Tolerance of Yeasts Dominating Reverse Osmosis Membranes for Whey Water Treatment.,20200520,"['Vitzilaiou Eirini', 'Aunsbjerg Stina D', 'Mahyudin N A', 'Knøchel Susanne']","Filamentous yeast species belonging to the closely related Saprochaete clavata and Magnusiomyces spicifer were recently found to dominate biofilm communities on the retentate and permeate surface of Reverse Osmosis (RO) membranes used in a whey water treatment system after CIP (Cleaning-In-Place). Microscopy revealed that the two filamentous yeast species can cover extensive areas due to their large cell size and long hyphae formation. Representative strains from these species were here further characterized and displayed similar physiological and biochemical characteristics. Both strains tested were able to grow in twice RO-filtrated permeate water and metabolize the urea present. Little is known about the survival characteristics of these strains. Here, their tolerance toward heat (60, 70, and 80°C) and Ultraviolet light (UV-C) treatment at 255 nm using UV-LED was assessed as well as their ability to form biofilm and withstand cleaning associated stress. According to the heat tolerance experiments, the D60°C of S. clavata and M. spicifer is 16.37 min and 7.24 min, respectively, while a reduction of 3.5 to >4.5 log (CFU/mL) was ensured within 5 min at 70°C. UV-C light at a dose level 10 mJ/cm2 had little effect, while doses of 40 mJ/cm2 and upward ensured a ≥4log reduction in a static laboratory scale set-up. The biofilm forming potential of one filamentous yeast and one budding yeast, Sporopachydermia lactativora, both isolated from the same biofilm, was compared in assays employing flat-bottomed polystyrene microwells and peg lids, respectively. In these systems, employing both nutrient rich as well as nutrient poor media, only the filamentous yeast was able to create biofilm. However, on RO membrane coupons in static systems, both the budding yeast and a filamentous yeast were capable of forming single strain biofilms and when these coupons were exposed to different simulations of CIP treatments both the filamentous and budding yeast survived these. The dominance of these yeasts in some filter systems tested, their capacity to adhere and their tolerance toward relevant stresses as demonstrated here, suggest that these slow growing yeasts are well suited to initiate microbial biofouling on surfaces in low nutrient environments."
32431675,Improving Azo Dye Decolorization Performance and Halotolerance of Pichia occidentalis A2 by Static Magnetic Field and Possible Mechanisms Through Comparative Transcriptome Analysis.,20200520,"['Wang Xiaohan', 'Wang Yumeng', 'Ning Shuxiang', 'Shi Shengnan', 'Tan Liang']","A halotolerant yeast, Pichia occidentalis A2, was recently isolated that can decolorize various azo dyes. The azo dye decolorization performance of this strain was characterized, including the degradation pathway and detoxification effects of this yeast. Additionally, the effect of static magnetic field (SMF) on this decolorization process was investigated. Activities of key enzymes were analyzed to estimate the change of metabolic activity. Furthermore, possible mechanisms were analyzed through detecting differentially expressed genes between yeast A2 in the absence and presence of SMF. The results indicated that yeast A2 displayed the optimal decolorization performance when the concentrations (in g/L) of glucose, (NH4)2SO4, yeast extract, and NaCl were 4.0, 1.0, 0.1, and ≤30.0, respectively. Meanwhile, the optimal rotation speed, temperature, and pH were 160 rpm, 30°C, and 5.0, respectively. Acid Red B was decolorized and detoxified by yeast A2 through successive steps, including cleavage of the naphthalene-amidine bond, reductive deamination, oxidative deamination/desulfurization, open-loop of hydroxy-substituted naphthalene, and tricarboxylic acid cycle. The dye decolorization efficiency and halotolerance of yeast A2 were enhanced by 206.3 mT SMF. The activities of manganese peroxidase, and laccase were elevated 1.37- and 1.16-fold by 206.3 mT SMF, but lignin peroxidase activity showed little change. It was suggested from the transcriptome sequence that the enhanced halotolerance might be related to the upregulated genes encoding the enzymes or functional proteins related to intracellular synthesis and accumulation of glycerol."
